! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
MMNV1|MT. MANSFIELD|44.52480|-72.81540|1190 meters|snowdepth|2024-02-26 21|147.320|cm|05672|
HTLN3|HERMIT LAKE SNOWPLOT|44.26130|-71.28330|1151 meters|snowdepth|2024-02-26 10|86.360|cm|00176|
GKBN3|GRAY KNOB|44.33260|-71.30930|1329 meters|snowdepth|2024-02-26 13|81.280|cm|00181|
CRNN3|CARTER NOTCH|44.25940|-71.19550|1008 meters|snowdepth|2024-02-26 12|81.280|cm|00168|
MWN|MOUNT WASHINGTON|44.26670|-71.30000|1715 meters|snowdepth|2024-02-26 12|73.660|cm|00176|
KMWN|MOUNT WASHINGTON|44.26666|-71.30000|1715 meters|snowdepth|2024-02-27 00|73.660|cm|00176|
ZFHN3|ZEALAND FALLS HUT|44.19590|-71.49440|805 meters|snowdepth|2024-02-26 12|58.420|cm|03574|
RGYM1|LITTLE MAGALLOWAY RIVER|45.13330|-71.02390|484 meters|snowdepth|2024-02-26 12|58.420|cm|00128|
DXVN3|DIXVILLE NOTCH/HALFWAY UP|44.85830|-71.28750|489 meters|snowdepth|2024-02-26 12|58.420|cm|03576|
RGLM1|LONG POND UWP|44.89170|-70.59780|569 meters|snowdepth|2024-02-26 12|55.880|cm|04970|
MOSN3|MOOSE FALLS|45.18890|-71.18810|592 meters|snowdepth|2024-02-26 12|55.880|cm|03592|
CAWN3|CRAWFORD NOTCH|44.21960|-71.41270|581 meters|snowdepth|2024-02-26 11|55.880|cm|03598|
DXNN3|DIXVILLE NOTCH/HEIGHT OF LAND|44.86310|-71.29890|689 meters|snowdepth|2024-02-26 12|53.340|cm|03576|
GFTM1|GRAFTON NOTCH|44.59190|-70.94750|481 meters|snowdepth|2024-02-26 12|50.800|cm|04216|
DRMM1|DEER MOUNTAIN|44.97920|-70.86670|618 meters|snowdepth|2024-02-26 12|50.800|cm|04216|
ME-FR-2|TEMPLE 1.8 W, ME|44.68329|-70.26420|361 meters|snowdepth|2024-02-26 12|49.530|cm|04984|
UPNM1|UPTON|44.67890|-70.98690|551 meters|snowdepth|2024-02-26 12|48.260|cm|04216|
OQSM1|6 MILES SOUTH OF OQUOSSOC|44.87780|-70.71250|641 meters|snowdepth|2024-02-26 12|48.260|cm|04970|
LLHN3|LONESOME LAKE HUT|44.13820|-71.70310|846 meters|snowdepth|2024-02-26 12|48.260|cm|03251|
HLRM1|HEIGHT OF LAND/ROUTE 17|44.83890|-70.70830|715 meters|snowdepth|2024-02-26 12|48.260|cm|00139|
HGHN6|HIGHMARKET|43.60510|-75.55430|552 meters|snowdepth|2024-02-26 12|48.260|cm|13325|
GHMN3|PINKHAM NOTCH|44.25800|-71.25250|620 meters|snowdepth|2024-02-26 10|48.260|cm|00177|
UPTM1|1 1/2 MILES EAST OF RICHARDSON POND|44.94440|-70.89560|532 meters|snowdepth|2024-02-26 12|45.720|cm|04216|
OTTM1|OTTER BROOK|44.99500|-70.86420|501 meters|snowdepth|2024-02-26 12|45.720|cm|04216|
MMSV1|MOUNT MANSFIELD|44.53330|-72.83330|697 meters|snowdepth|2024-02-27 00|45.720|cm|05489|
AZSM1|AZISCOHOS DAM|44.93330|-70.96670|456 meters|snowdepth|2024-02-26 12|45.720|cm|04216|
SELN3|SECOND CONNECTICUT LAKE|45.13640|-71.20140|544 meters|snowdepth|2024-02-26 12|43.180|cm|03592|
ADVM1|ANDOVER|44.63890|-70.74170|219 meters|snowdepth|2024-02-26 12|43.180|cm|04216|
WRSM1|WEST RICHARDSON|44.91670|-70.92220|462 meters|snowdepth|2024-02-26 12|40.640|cm|04216|
VT-CL-27|DANVILLE 0.4 N, VT|44.41769|-72.13936|427 meters|snowdepth|2024-02-26 12|40.640|cm|05828|
STTM1|STRATTON ROAD|44.99580|-70.60420|529 meters|snowdepth|2024-02-26 12|40.640|cm|04970|
SRSN6|SEARS POND SNOW|43.73330|-75.71670|538 meters|snowdepth|2024-02-26 12|40.640|cm|13367|
ERON3|BROWN OWL|44.82970|-71.08000|405 meters|snowdepth|2024-02-26 12|40.640|cm|03579|
VT-OL-12|GREENSBORO 3.9 NNE, VT|44.63100|-72.28000|634 meters|snowdepth|2024-02-26 13|38.100|cm|05841|
PTKN3|PONTOOK DAM|44.63390|-71.25360|371 meters|snowdepth|2024-02-26 12|38.100|cm|03588|
PLRM1|PLEASANT RIVER|44.35420|-70.85830|241 meters|snowdepth|2024-02-26 12|38.100|cm|04217|
OQUM1|3 MILES SOUTH OQUOSSOC|44.91110|-70.74170|552 meters|snowdepth|2024-02-26 12|38.100|cm|04970|
MLLN3|MILL MOUNTAIN|44.73890|-71.10560|524 meters|snowdepth|2024-02-26 12|38.100|cm|03579|
ME-FR-4|NEW SHARON 2.0 NW, ME|44.66582|-70.02720|124 meters|snowdepth|2024-02-26 12|38.100|cm|04955|
HGHM1|HOUGHTON|44.83580|-70.70750|707 meters|snowdepth|2024-02-26 12|38.100|cm|00139|
FRYM1|FRYE|44.62030|-70.57640|178 meters|snowdepth|2024-02-26 12|38.100|cm|04275|
DGPM1|DODGE POND|44.97080|-70.70000|509 meters|snowdepth|2024-02-26 12|38.100|cm|04970|
CHYN6|CHARLEY LAKE|43.43330|-74.31580|537 meters|snowdepth|2024-02-26 12|38.100|cm|12190|
BRLN3|BERLIN|44.45350|-71.18540|284 meters|snowdepth|2024-02-26 12|38.100|cm|03570|
ME-FR-22|FARMINGTON 4.8 NNW, ME|44.73396|-70.18007|205 meters|snowdepth|2024-02-26 14|36.830|cm|04938|
ME-AR-18|NEW SWEDEN 4.9 NNW, ME|47.01080|-68.14390|256 meters|snowdepth|2024-02-26 12|36.830|cm|04762|
SKRN6|SHAKER PLACE|43.35000|-74.53330|518 meters|snowdepth|2024-02-26 12|35.560|cm|12032|
RXNM1|ROXBURY NOTCH|44.62640|-70.64060|344 meters|snowdepth|2024-02-26 12|35.560|cm|04275|
NPEN3|BEAVER BROOK AT NORTH PELHAM|42.78310|-71.35390|53 meters|snowdepth|2024-02-26 12|35.560|cm|03076|
NH-CR-26|CENTER SANDWICH 4.9 E, NH|43.80976|-71.34150|229 meters|snowdepth|2024-02-26 12|35.560|cm|03227|
MSNN6|MASON LAKE|43.60330|-74.42170|591 meters|snowdepth|2024-02-26 12|35.560|cm|12108|
JSRN6|JERRY SAVARIE ROAD|43.73690|-74.28610|529 meters|snowdepth|2024-02-26 12|35.560|cm|12842|
GILM1|WILD RIVER AT GILEAD|44.39050|-70.97940|216 meters|snowdepth|2024-02-26 12|35.560|cm|04217|
FNLN3|FIRST CONNECTICUT LAKE|45.08500|-71.30670|463 meters|snowdepth|2024-02-26 12|35.560|cm|03592|
FARM1|FARMINGTON|44.68930|-70.15640|121 meters|snowdepth|2024-02-26 12|35.560|cm|04938|
ESDN3|EAST SANDWICH|43.80990|-71.34250|224 meters|snowdepth|2024-02-26 12|35.560|cm|03227|
BRAM1|BRASSUA DAM|45.66020|-69.81190|318 meters|snowdepth|2024-02-26 12|35.560|cm|04478|
BKMN6|BAKERS MILLS|43.64720|-74.06110|785 meters|snowdepth|2024-02-26 12|35.560|cm|12843|
BBKN3|BOG BROOK|44.66940|-71.18250|365 meters|snowdepth|2024-02-26 12|35.560|cm|03588|
NH-CR-41|ALBANY 2.8 SW, NH|43.92648|-71.21556|204 meters|snowdepth|2024-02-26 13|34.290|cm|03818|
