! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id|Name|Latitude|Longitude|Elevation|Physical_Element|DateTime_Report(UTC)|Amount|Units|Zip_Code|
MMNV1|MT. MANSFIELD|44.52480|-72.81540|1190 meters|snowdepth|2023-03-15 20|228.600|cm|05672|
HLSN3|HERMIT LAKE SNOTEL|44.26130|-71.28320|1151 meters|snowdepth|2023-03-16 00|181.610|cm|00176|
VT-BN-12|STAMFORD 5.0 NNE, VT|42.82000|-73.02000|689 meters|snowdepth|2023-03-15 20|139.700|cm|05352|
NY-DL-28|FLEISCHMANNS 5.7 N, NY|42.23779|-74.52335|760 meters|snowdepth|2023-03-15 11|124.460|cm|12430|
NH-HL-48|GREENVILLE 1.1 ENE, NH|42.77674|-71.77990|300 meters|snowdepth|2023-03-15 12|118.110|cm|03048|
ZFHN3|ZEALAND FALLS HUT|44.19590|-71.49440|805 meters|snowdepth|2023-03-15 11|114.300|cm|03574|
VT-WH-30|MARLBORO 2.0 NNE, VT|42.88484|-72.70935|458 meters|snowdepth|2023-03-15 12|111.760|cm|05301|
MRLV1|MARLBORO|42.88460|-72.70930|459 meters|snowdepth|2023-03-15 12|111.760|cm|05301|
VT-WR-2|POMFRET 2.6 N, VT|43.74230|-72.52550|468 meters|snowdepth|2023-03-15 11|107.950|cm|05068|
NY-WR-21|BRANT LAKE 1.7 ENE, NY|43.68223|-73.71838|383 meters|snowdepth|2023-03-15 11|106.680|cm|12815|
NY-ES-6|OLMSTEDVILLE 4.6 NNE, NY|43.83350|-73.89780|462 meters|snowdepth|2023-03-15 12|104.140|cm|12857|
MTHV1|MOUNT HOLLY VT SNOW SURVEY|43.43180|-72.76350|449 meters|snowdepth|2023-03-15 12|104.140|cm|05758|
MA-HS-7|PLAINFIELD 2.2 SW, MA|42.49272|-72.94540|428 meters|snowdepth|2023-03-15 12|104.140|cm|01070|
VT-BN-3|LANDGROVE 1.1 NNE, VT|43.29092|-72.83260|554 meters|snowdepth|2023-03-15 11|101.600|cm|05148|
BEEN3|BEECH|42.93000|-72.07000|430 meters|snowdepth|2023-03-15 12|101.600|cm|03450|
NY-HM-10|LAKE PLEASANT 2.3 WSW, NY|43.45490|-74.45287|536 meters|snowdepth|2023-03-15 11|99.060|cm|12108|
VT-WS-7|MIDDLESEX 3.1 ENE, VT|44.31799|-72.62650|413 meters|snowdepth|2023-03-15 11|97.790|cm|05602|
VT-WR-17|ROCHESTER 2.3 NE, VT|43.89418|-72.76992|614 meters|snowdepth|2023-03-15 11|96.520|cm|05767|
VT-WH-19|EAST DOVER 1.8 N, VT|42.97658|-72.77637|522 meters|snowdepth|2023-03-15 11|96.520|cm|05341|
INDN6|INDIAN LAKE|43.75500|-74.27560|503 meters|snowdepth|2023-03-15 12|96.520|cm|12842|
BRZN3|BREEZY POINT|43.98000|-71.80000|710 meters|snowdepth|2023-03-15 12|96.520|cm|03279|
NH-CR-26|CENTER SANDWICH 4.9 E, NH|43.80976|-71.34150|229 meters|snowdepth|2023-03-15 11|93.980|cm|03227|
NH-CR-15|JACKSON 3.7 NW, NH|44.19069|-71.22598|363 meters|snowdepth|2023-03-15 11|93.980|cm|03846|
ESDN3|EAST SANDWICH|43.80990|-71.34250|224 meters|snowdepth|2023-03-15 10|93.980|cm|03227|
CRNN3|CARTER NOTCH|44.25940|-71.19550|1008 meters|snowdepth|2023-03-15 11|93.980|cm|00168|
VT-OL-11|EAST CRAFTSBURY 0.8 NE, VT|44.65023|-72.32970|448 meters|snowdepth|2023-03-15 12|91.440|cm|05826|
SBPV1|SHERBURNE PASS VT SNOW SURVEY|43.66270|-72.83150|651 meters|snowdepth|2023-03-15 12|91.440|cm|05751|
PERV1|PERU|43.26670|-72.90000|557 meters|snowdepth|2023-03-15 11|91.440|cm|05148|
NCBN6|NEWCOMB|43.97070|-74.22200|506 meters|snowdepth|2023-03-15 11|91.440|cm|12852|
HGHN6|HIGHMARKET|43.60510|-75.55430|552 meters|snowdepth|2023-03-15 10|91.440|cm|13325|
GHMN3|PINKHAM NOTCH|44.25800|-71.25250|620 meters|snowdepth|2023-03-15 10|91.440|cm|00177|
CORV1|CORINTH|44.00690|-72.31940|366 meters|snowdepth|2023-03-15 11|91.440|cm|05039|
VT-OL-12|GREENSBORO 3.9 NNE, VT|44.63100|-72.28000|634 meters|snowdepth|2023-03-15 10|88.900|cm|05841|
MHMN6|MOUNTAIN HOME|43.40000|-74.71670|501 meters|snowdepth|2023-03-15 12|88.900|cm|13353|
JAPN3|JAFFREY SILVER RANCH AIRPARK|42.80880|-72.00530|321 meters|snowdepth|2023-03-15 11|88.900|cm|03452|
VT-WH-26|WESTMINSTER 5.5 NW, VT|43.12572|-72.53419|239 meters|snowdepth|2023-03-15 11|86.360|cm|05346|
VT-OG-10|BRAINTREE 2.8 SW, VT|43.93570|-72.74830|490 meters|snowdepth|2023-03-15 12|86.360|cm|05060|
RDGV1|READING HILL VT SNOW SURVEY|43.53330|-72.55000|471 meters|snowdepth|2023-03-15 12|86.360|cm|05062|
PINV1|PINNEY HOLLOW VT SNOW SURVEY|43.53780|-72.69510|574 meters|snowdepth|2023-03-15 12|86.360|cm|05056|
CAWN3|CRAWFORD NOTCH|44.21960|-71.41270|581 meters|snowdepth|2023-03-15 04|86.360|cm|03598|
BARV1|SILVER LAKE AT BARNARD VT SNOW COURSE|43.72510|-72.61060|449 meters|snowdepth|2023-03-15 12|86.360|cm|05091|
ABNM3|ASHBURNHAM NORTH|42.66170|-71.93590|347 meters|snowdepth|2023-03-15 11|86.360|cm|01430|
MA-WR-44|WESTMINSTER 0.6 WSW, MA|42.54505|-71.91032|327 meters|snowdepth|2023-03-15 11|85.090|cm|01473|
JEFV1|JEFFERSONVILLE|44.58430|-72.78700|363 meters|snowdepth|2023-03-15 11|83.820|cm|05464|
CHIN3|CHILDS BOG|42.97000|-72.12000|482 meters|snowdepth|2023-03-15 12|83.820|cm|03455|
VT-WS-33|WAITSFIELD 3.5 WNW, VT|44.20052|-72.89421|336 meters|snowdepth|2023-03-15 12|82.550|cm|05673|
VT-BN-7|MANCHESTER 2.8 ENE, VT|43.17274|-73.01811|291 meters|snowdepth|2023-03-15 11|82.550|cm|05255|
